"","domain","type","language","in_list_chatgpt","in_list_hbi","in_list_scharkow","in_list_stier","in_list_w3news"
"608","korrektheiten.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"609","kp.ru","hyperpartisan news","ru",TRUE,FALSE,FALSE,FALSE,FALSE
"610","kpkrause.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"611","krass-und-konkret.de","hyperpartisan news","de",TRUE,FALSE,FALSE,FALSE,FALSE
"612","krautreporter.de","digital-born news outlet","de",TRUE,FALSE,TRUE,FALSE,FALSE
"613","kreis-anzeiger.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"614","kreiszeitung-wesermarsch.de","legacy press",NA,FALSE,TRUE,FALSE,FALSE,TRUE
"615","kreiszeitung-wochenblatt.de","legacy press","de",FALSE,FALSE,FALSE,TRUE,FALSE
"616","kreiszeitung.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,FALSE
"617","krone.at","tabloid newspaper","de",FALSE,FALSE,FALSE,TRUE,FALSE
"618","krzbb.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,TRUE
"619","ksta.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"620","kulturradio.de","public broadcaster","de",FALSE,FALSE,TRUE,FALSE,FALSE
"621","kurier.at","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"622","kurier.de","legacy press","de",TRUE,TRUE,FALSE,FALSE,TRUE
"623","kurir.rs","tabloid newspaper","bs",TRUE,FALSE,FALSE,FALSE,FALSE
"624","la-croix.com","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"625","lagacetadesalamanca.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"626","lagazzettadelmezzogiorno.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"627","lahrer-zeitung.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,TRUE
"628","lainformacion.com","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"629","lamarea.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"630","lampertheimer-zeitung.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"631","lanazione.it","tabloid newspaper","it",FALSE,FALSE,FALSE,TRUE,FALSE
"632","landeszeitung.de","legacy press","de",TRUE,TRUE,FALSE,FALSE,TRUE
"633","lanouvellerepublique.fr","legacy press",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"634","lanuevacronica.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"635","laopinioncoruna.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"636","laopiniondemalaga.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"637","laopiniondemurcia.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"638","laopiniondezamora.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"639","lapresse.ca","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"640","lapresse.it","digital-born news outlet","it",FALSE,FALSE,FALSE,TRUE,FALSE
"641","laprovence.com","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"642","laprovincia.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"643","larazon.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"644","larepublica.pe","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"645","larioja.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"646","lasexta.com","commercial broadcaster","es",FALSE,FALSE,FALSE,TRUE,FALSE
"647","lasprovincias.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"648","lastampa.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"649","latimes.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"650","latribunadeespana.com","hyperpartisan news","de",FALSE,FALSE,FALSE,TRUE,FALSE
"651","latribune.fr","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"652","lausitznews.de","tabloid newspaper","de",TRUE,FALSE,FALSE,FALSE,FALSE
"653","lauterbacher-anzeiger.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"654","lavanguardia.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"655","laverdad.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"656","lavoixdunord.fr","legacy press",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"657","lavozdegalicia.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"658","lavozdelsur.es","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"659","lavozdigital.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"660","lbc.co.uk","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"661","ledauphine.com","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"662","lefigaro.fr","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"663","leggioggi.it","digital-born news outlet","it",FALSE,FALSE,FALSE,TRUE,FALSE
"664","leggo.it","tabloid newspaper","it",FALSE,FALSE,FALSE,TRUE,FALSE
"665","legitim.ch","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"666","leinetal24.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"667","lemonde.fr","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"668","lenta.ru","digital-born news outlet","ru",TRUE,FALSE,FALSE,FALSE,FALSE
"669","leonberger-kreiszeitung.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,TRUE
"670","lep.co.uk","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"671","leparisien.fr","tabloid newspaper","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"672","lepenseur-lepenseur.blogspot.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"673","lepoint.fr","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"674","lepopulaire.fr","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"675","lesechos.fr","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"676","lettoquotidiano.it","digital-born news outlet","it",FALSE,FALSE,FALSE,TRUE,FALSE
"677","lexpress.fr","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"678","liberation.fr","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"679","liberoquotidiano.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"680","libertaddigital.com","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"681","lincolnshirelive.co.uk","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"682","linternaute.com","digital-born news outlet","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"683","linternaute.fr","digital-born news outlet","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"684","live.daserste.de","public broadcaster","ja",FALSE,FALSE,FALSE,TRUE,FALSE
"685","live.handelsblatt.com","legacy press","de",FALSE,FALSE,FALSE,FALSE,FALSE
"686","livenewsnow.com","digital-born news outlet","en",FALSE,FALSE,FALSE,TRUE,FALSE
"687","livesicilia.it","digital-born news outlet","it",FALSE,FALSE,FALSE,TRUE,FALSE
"688","lkz.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,TRUE
"689","ln-online.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"690","lne.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"691","local10.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"692","local12.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"693","lok-report.de","legacy press","de",TRUE,FALSE,FALSE,FALSE,FALSE
"694","lokal26.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"695","lokalkompass.de","digital-born news outlet","de",TRUE,FALSE,TRUE,FALSE,FALSE
"696","lokalo.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"697","lr-online.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"698","ludwigshafen24.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"699","luegenpresse2.wordpress.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"700","luettringhauser-anzeiger.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"701","lvz.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"702","lz.de","legacy press","de",TRUE,TRUE,TRUE,FALSE,TRUE
"703","m.tagesspiegel.de","legacy press","de",FALSE,FALSE,FALSE,TRUE,FALSE
"704","magyarhirlap.hu","legacy press",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"705","mail.com/int/news","portal",NA,NA,NA,NA,NA,NA
"706","main-echo.de","legacy press","de",FALSE,TRUE,FALSE,TRUE,TRUE
"707","main-spitze.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"708","mainecho.de","legacy press","de",TRUE,FALSE,FALSE,FALSE,FALSE
"709","mainpost.de","legacy press","de",TRUE,TRUE,TRUE,FALSE,TRUE
"710","malagahoy.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"711","mallorcazeitung.es","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"712","man-tau.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"713","manager-magazin.de","legacy press","de",FALSE,FALSE,TRUE,TRUE,FALSE
"714","mannheim24.de","digital-born news outlet","de",FALSE,FALSE,FALSE,TRUE,FALSE
"715","mannheimer-morgen.de","legacy press","de",TRUE,FALSE,FALSE,FALSE,TRUE
"716","marbacher-zeitung.de","legacy press","de",TRUE,TRUE,FALSE,FALSE,FALSE
"717","marbec14.wordpress.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"718","marbuch-verlag.de","legacy press",NA,FALSE,FALSE,TRUE,FALSE,FALSE
"719","marianne.net","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"720","marler-zeitung.de","legacy press","de",TRUE,FALSE,TRUE,FALSE,FALSE
"721","maz-online.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"722","mdr.de","public broadcaster","de",FALSE,FALSE,TRUE,TRUE,FALSE
"723","mediapart.fr","digital-born news outlet","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"724","mediaset.it","commercial broadcaster","it",FALSE,FALSE,FALSE,TRUE,FALSE
"725","medical-tribune.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"726","mediterraneodigital.com","hyperpartisan news","es",FALSE,FALSE,FALSE,TRUE,FALSE
"727","meduza.io","digital-born news outlet","ru",TRUE,FALSE,FALSE,FALSE,FALSE
"728","meinanzeiger.de","legacy press","de",FALSE,FALSE,TRUE,FALSE,FALSE
"729","mena-watch.com","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"730","mercurynews.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"731","merkur.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"732","merkurist.de","digital-born news outlet","en",TRUE,FALSE,FALSE,FALSE,FALSE
"733","meta.tagesschau.de","public broadcaster","de",FALSE,FALSE,FALSE,TRUE,FALSE
"734","metro.co.uk","tabloid newspaper","en",FALSE,FALSE,FALSE,TRUE,FALSE
"735","metro.it","tabloid newspaper",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"736","miamiherald.com","legacy press",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"737","michael-klonovsky.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"738","michael-mannheimer.net","hyperpartisan news","de",FALSE,FALSE,FALSE,TRUE,FALSE
"739","michaelgrandt.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"740","milanotoday.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"741","mirror.co.uk","tabloid newspaper","en",FALSE,FALSE,FALSE,TRUE,FALSE
"742","mittelbayerische.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,FALSE
"743","mittelhessen.de","legacy press","de",TRUE,TRUE,FALSE,FALSE,TRUE
"744","mmnews.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"745","moin.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"746","mopo.de","tabloid newspaper","de",FALSE,TRUE,TRUE,TRUE,TRUE
"747","morgenpost.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"748","morgenweb.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,FALSE
"749","moshpitscorner.wordpress.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"750","motherjones.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"751","moz.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"752","mrn-news.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"753","msn.com","portal",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"754","msn.com/de-de/finanzen","portal",NA,NA,NA,NA,NA,NA
"755","msn.com/de-de/nachrichten","portal",NA,NA,NA,NA,NA,NA
"756","msn.com/de-de/unterhaltung","portal",NA,NA,NA,NA,NA,NA
"757","msn.com/en-gb/news","portal",NA,NA,NA,NA,NA,NA
"758","msn.com/en-us/news","portal",NA,NA,NA,NA,NA,NA
"759","msn.com/es-es/noticias","portal",NA,NA,NA,NA,NA,NA
"760","msn.com/fr-fr/actualite","portal",NA,NA,NA,NA,NA,NA
"761","msn.com/it-it/notizie","portal",NA,NA,NA,NA,NA,NA
"762","msnbc.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"763","mt-news.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"764","mt.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"765","muehlacker-tagblatt.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"766","muensterlandzeitung.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"767","muensterschezeitung.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"768","murrhardter-zeitung.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"769","mv-online.de","legacy press","de",TRUE,TRUE,TRUE,FALSE,FALSE
"770","mynet.com","digital-born news outlet","tr",TRUE,FALSE,FALSE,FALSE,FALSE
"771","mz-web.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,FALSE
"772","mz.de","legacy press","de",FALSE,FALSE,FALSE,FALSE,TRUE
"773","n-joy.de","public broadcaster","de",FALSE,FALSE,TRUE,FALSE,FALSE
"774","n-land.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"775","n-tv.de","commercial broadcaster","de",FALSE,FALSE,TRUE,TRUE,FALSE
"776","n23tv.wordpress.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"777","n24.de","legacy press","de",FALSE,FALSE,TRUE,FALSE,FALSE
"778","n8waechter.info","hyperpartisan news",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"779","nachdenkseiten.de","hyperpartisan news","de",FALSE,FALSE,FALSE,TRUE,FALSE
"780","nachrichten.posthaven.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"781","nachrichtenspiegel.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"782","naciodigital.cat","digital-born news outlet","ca",FALSE,FALSE,FALSE,TRUE,FALSE
"783","naiz.eus","legacy press","eu",FALSE,FALSE,FALSE,TRUE,FALSE
"784","naszemiasto.pl","tabloid newspaper","pl",TRUE,FALSE,FALSE,FALSE,FALSE
"785","nation24.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"786","nationalgeographic.de","legacy press","de",TRUE,FALSE,FALSE,FALSE,FALSE
"787","nationalreview.com","legacy press","ja",FALSE,FALSE,FALSE,TRUE,FALSE
"788","nature.com","legacy press","en",TRUE,FALSE,FALSE,FALSE,FALSE
"789","naumburger-tageblatt.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"790","nbc.com","commercial broadcaster",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"791","nbcchicago.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"792","nbcdfw.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"793","nbclosangeles.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"794","nbcnews.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"795","nbcnews.to","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"796","nbcnewyork.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"797","nd-aktuell.de","legacy press","de",TRUE,FALSE,FALSE,FALSE,TRUE
"798","ndr.de","public broadcaster","de",FALSE,FALSE,TRUE,TRUE,FALSE
"799","ndtv.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"800","ndz.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"801","neckar-chronik.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"802","neopresse.com","hyperpartisan news","de",FALSE,FALSE,FALSE,TRUE,FALSE
"803","nepszava.hu","legacy press",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"804","netzpolitik.org","digital-born news outlet","de",TRUE,FALSE,TRUE,FALSE,FALSE
"805","neuepresse.de","legacy press","de",TRUE,TRUE,TRUE,FALSE,TRUE
"806","neues-deutschland.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,FALSE
"807","neues-gera.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"808","neuste.news","digital-born news outlet","en",FALSE,FALSE,FALSE,TRUE,FALSE
"809","news-des-tages.com","digital-born news outlet",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"810","news-mondo.it","digital-born news outlet","ja",FALSE,FALSE,FALSE,TRUE,FALSE
"811","news-net.fr","hyperpartisan news",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"812","news-und-nachrichten.de","digital-born news outlet","de",FALSE,FALSE,TRUE,TRUE,FALSE
"813","news.at","tabloid newspaper","de",FALSE,FALSE,FALSE,TRUE,FALSE
"814","news.bg","digital-born news outlet","bg",TRUE,FALSE,FALSE,FALSE,FALSE
"815","news.com.au","digital-born news outlet",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"816","news.de","digital-born news outlet","de",FALSE,FALSE,TRUE,TRUE,FALSE
"817","news.google.com","portal",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"818","news.orange.fr","portal",NA,NA,NA,NA,NA,NA
"819","news.yahoo.com","portal",NA,NA,NA,NA,NA,NA
"820","news12.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"821","news38.de","tabloid newspaper","de",FALSE,FALSE,TRUE,TRUE,FALSE
"822","news4jax.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"823","news5cleveland.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"824","news64.info","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"825","news64.net","digital-born news outlet","de",FALSE,FALSE,FALSE,TRUE,FALSE
"826","newsbk.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"827","newsbreak24.de","digital-born news outlet","de",FALSE,FALSE,FALSE,TRUE,FALSE
"828","newsbreakapp.com","digital-born news outlet","en",FALSE,FALSE,FALSE,TRUE,FALSE
"829","newsday.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"830","newser.com","digital-born news outlet","en",FALSE,FALSE,FALSE,TRUE,FALSE
"831","newsflash24.de","digital-born news outlet","de",FALSE,FALSE,FALSE,TRUE,FALSE
"832","newshub360.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"833","newsmondo.it","digital-born news outlet","it",FALSE,FALSE,FALSE,TRUE,FALSE
"834","newsner.com","tabloid newspaper","sv",TRUE,FALSE,FALSE,FALSE,FALSE
"835","newsnow.co.uk","digital-born news outlet","en",FALSE,FALSE,FALSE,TRUE,FALSE
"836","newsok.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"837","newspunch.com","hyperpartisan news","en",FALSE,FALSE,FALSE,TRUE,FALSE
"838","newsru.co.il","digital-born news outlet",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"839","newstopaktuell.wordpress.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"840","newsweek.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"841","newyorker.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"842","nextquotidiano.it","digital-born news outlet","it",FALSE,FALSE,FALSE,TRUE,FALSE
"843","niederlausitz-aktuell.de","legacy press","de",FALSE,FALSE,FALSE,TRUE,FALSE
"844","niederrhein-nachrichten.de","legacy press","de",TRUE,FALSE,FALSE,FALSE,FALSE
"845","nius.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"846","nixgut.wordpress.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"847","nknews.org","digital-born news outlet","en",TRUE,FALSE,FALSE,FALSE,FALSE
"848","nnn.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,TRUE
"849","nnz-online.de","legacy press","de",FALSE,FALSE,FALSE,TRUE,FALSE
"850","noizz.de","tabloid newspaper","pl",FALSE,FALSE,TRUE,FALSE,FALSE
"851","norberthaering.de","hyperpartisan news","de",TRUE,FALSE,FALSE,FALSE,FALSE
"852","nord24.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"853","nordbayern.de","legacy press","de",TRUE,TRUE,TRUE,FALSE,TRUE
"854","nordbayern.de/region","legacy press","de",FALSE,FALSE,FALSE,FALSE,TRUE
"855","norderneyer-badezeitung.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"856","nordkurier.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"857","nordsee-zeitung.de","legacy press",NA,TRUE,TRUE,FALSE,FALSE,TRUE
"858","noticias.yahoo.com","portal",NA,NA,NA,NA,NA,NA
"859","noticias24.com","digital-born news outlet",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"860","notizie.it","digital-born news outlet","it",FALSE,FALSE,FALSE,TRUE,FALSE
"861","notizie.libero.it","portal",NA,NA,NA,NA,NA,NA
"862","notizie.virgilio.it","portal",NA,NA,NA,NA,NA,NA
"863","nouvelobs.com","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"864","noz.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"865","np-coburg.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"866","nporadio1.nl","public broadcaster","nl",TRUE,FALSE,FALSE,FALSE,FALSE
"867","npr.org","public broadcaster",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"868","nq-online.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"869","nr-kurier.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"870","nrwz.de","tabloid newspaper","en",TRUE,FALSE,FALSE,FALSE,FALSE
"871","nrz.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"872","ntv.de","commercial broadcaster","de",FALSE,FALSE,FALSE,TRUE,FALSE
"873","ntz.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"874","nw.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"875","nwzmedien.de","legacy press","ig",TRUE,FALSE,FALSE,FALSE,FALSE
"876","nwzonline.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"877","nydailynews.com","tabloid newspaper","en",FALSE,FALSE,FALSE,TRUE,FALSE
"878","nymag.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"879","nypost.com","tabloid newspaper","en",FALSE,FALSE,FALSE,TRUE,FALSE
"880","nytimes.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"881","nzz.ch","legacy press","de",FALSE,FALSE,FALSE,TRUE,FALSE
"882","oberberg-nachrichten.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"883","oberhessische-zeitung.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"884","obermain.de","legacy press",NA,FALSE,TRUE,FALSE,FALSE,TRUE
"885","observer-reporter.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"886","odenwalddruck.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"887","oe24.at","tabloid newspaper","de",TRUE,FALSE,FALSE,FALSE,FALSE
"888","oeffentlicher-dienst-news.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"889","oggitreviso.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"890","okdiario.com","hyperpartisan news","es",FALSE,FALSE,FALSE,TRUE,FALSE
"891","oldenburgische-volkszeitung.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"892","oliverjanich.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"893","on-online.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"894","ondacero.es","commercial broadcaster","es",FALSE,FALSE,FALSE,TRUE,FALSE
"895","onedaily.com","digital-born news outlet","en",TRUE,FALSE,FALSE,FALSE,FALSE
"896","onet.pl","digital-born news outlet","pl",TRUE,FALSE,FALSE,FALSE,FALSE
"897","onetz.de","tabloid newspaper","de",TRUE,TRUE,TRUE,FALSE,TRUE
"898","onlinehaendler-news.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"899","op-marburg.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"900","op-online.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"901","opposition24.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"902","oregonlive.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"903","orf.at","public broadcaster","de",FALSE,FALSE,FALSE,TRUE,FALSE
"904","orlandosentinel.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"905","ostfriesischer-kurier.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"906","osthessen-news.de","digital-born news outlet","de",FALSE,FALSE,TRUE,TRUE,FALSE
"907","ostsee-zeitung.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"908","otz.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"909","ouest-france.fr","legacy press",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"910","ovb-heimatzeitungen.de","legacy press","de",TRUE,FALSE,FALSE,FALSE,FALSE
"911","ovb-online.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"912","oz-online.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"913","panorama.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"914","paris-normandie.fr","legacy press",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"915","parismatch.com","tabloid newspaper","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"916","patriotnewsalerts.com","hyperpartisan news","en",FALSE,FALSE,FALSE,TRUE,FALSE
